[INFO] RiTa.WordNet.version [033]
file	readability
Original/src/main/java/java/classes/DoubleSummaryStatistics.java	0.9079586484215476
Original/src/main/java/java/classes/DynamicTreeNode.java	0.9330492615699768
Original/src/main/java/java/classes/ElementTreePanel.java	0.789093707566676
Original/src/main/java/java/classes/HelloWorld.java	0.6448250164588293
Original/src/main/java/java/classes/Month.java	0.9103335247320288
Original/src/main/java/java/classes/Notepad.java	0.7743268719475184
Original/src/main/java/java/classes/SampleData.java	0.9330513700842857
Original/src/main/java/java/classes/SampleTreeCellRenderer.java	0.802885115146637
Original/src/main/java/java/classes/SampleTree.java	0.7484978091716766
Original/src/main/java/java/classes/SampleTreeModel.java	0.8910469710826874
Original/src/main/java/java/classes/Stylepad.java	0.7407814989919248
Original/src/main/java/java/classes/Wonderland.java	0.6858935405810674
