[INFO] RiTa.WordNet.version [033]
file	readability
Dorn/snippets/cuda/0.jsnp	NaN
Dorn/snippets/cuda/100.jsnp	NaN
Dorn/snippets/cuda/101.jsnp	NaN
Dorn/snippets/cuda/102.jsnp	NaN
Dorn/snippets/cuda/103.jsnp	NaN
Dorn/snippets/cuda/104.jsnp	NaN
Dorn/snippets/cuda/105.jsnp	NaN
Dorn/snippets/cuda/106.jsnp	NaN
Dorn/snippets/cuda/107.jsnp	NaN
Dorn/snippets/cuda/108.jsnp	NaN
Dorn/snippets/cuda/109.jsnp	NaN
Dorn/snippets/cuda/10.jsnp	NaN
Dorn/snippets/cuda/110.jsnp	NaN
Dorn/snippets/cuda/111.jsnp	NaN
Dorn/snippets/cuda/112.jsnp	NaN
Dorn/snippets/cuda/113.jsnp	NaN
Dorn/snippets/cuda/114.jsnp	NaN
Dorn/snippets/cuda/115.jsnp	NaN
Dorn/snippets/cuda/116.jsnp	NaN
Dorn/snippets/cuda/117.jsnp	NaN
Dorn/snippets/cuda/118.jsnp	NaN
Dorn/snippets/cuda/119.jsnp	NaN
Dorn/snippets/cuda/11.jsnp	NaN
Dorn/snippets/cuda/12.jsnp	NaN
Dorn/snippets/cuda/13.jsnp	NaN
Dorn/snippets/cuda/14.jsnp	NaN
Dorn/snippets/cuda/15.jsnp	NaN
Dorn/snippets/cuda/16.jsnp	NaN
Dorn/snippets/cuda/17.jsnp	NaN
Dorn/snippets/cuda/18.jsnp	NaN
Dorn/snippets/cuda/19.jsnp	NaN
Dorn/snippets/cuda/1.jsnp	NaN
Dorn/snippets/cuda/20.jsnp	NaN
Dorn/snippets/cuda/21.jsnp	NaN
Dorn/snippets/cuda/22.jsnp	NaN
Dorn/snippets/cuda/23.jsnp	NaN
Dorn/snippets/cuda/24.jsnp	NaN
Dorn/snippets/cuda/25.jsnp	NaN
Dorn/snippets/cuda/26.jsnp	NaN
Dorn/snippets/cuda/27.jsnp	NaN
Dorn/snippets/cuda/28.jsnp	NaN
Dorn/snippets/cuda/29.jsnp	NaN
Dorn/snippets/cuda/2.jsnp	NaN
Dorn/snippets/cuda/30.jsnp	NaN
Dorn/snippets/cuda/31.jsnp	NaN
Dorn/snippets/cuda/32.jsnp	NaN
Dorn/snippets/cuda/33.jsnp	NaN
Dorn/snippets/cuda/34.jsnp	NaN
Dorn/snippets/cuda/35.jsnp	NaN
Dorn/snippets/cuda/36.jsnp	NaN
Dorn/snippets/cuda/37.jsnp	NaN
Dorn/snippets/cuda/38.jsnp	NaN
Dorn/snippets/cuda/39.jsnp	NaN
Dorn/snippets/cuda/3.jsnp	NaN
Dorn/snippets/cuda/40.jsnp	NaN
Dorn/snippets/cuda/41.jsnp	NaN
Dorn/snippets/cuda/42.jsnp	NaN
Dorn/snippets/cuda/43.jsnp	NaN
Dorn/snippets/cuda/44.jsnp	NaN
Dorn/snippets/cuda/45.jsnp	NaN
Dorn/snippets/cuda/46.jsnp	NaN
Dorn/snippets/cuda/47.jsnp	NaN
Dorn/snippets/cuda/48.jsnp	NaN
Dorn/snippets/cuda/49.jsnp	NaN
Dorn/snippets/cuda/4.jsnp	NaN
Dorn/snippets/cuda/50.jsnp	NaN
Dorn/snippets/cuda/51.jsnp	NaN
Dorn/snippets/cuda/52.jsnp	NaN
Dorn/snippets/cuda/53.jsnp	NaN
Dorn/snippets/cuda/54.jsnp	NaN
Dorn/snippets/cuda/55.jsnp	NaN
Dorn/snippets/cuda/56.jsnp	NaN
Dorn/snippets/cuda/57.jsnp	NaN
Dorn/snippets/cuda/58.jsnp	NaN
Dorn/snippets/cuda/59.jsnp	NaN
Dorn/snippets/cuda/5.jsnp	NaN
Dorn/snippets/cuda/60.jsnp	NaN
Dorn/snippets/cuda/61.jsnp	NaN
Dorn/snippets/cuda/62.jsnp	NaN
Dorn/snippets/cuda/63.jsnp	NaN
Dorn/snippets/cuda/64.jsnp	NaN
Dorn/snippets/cuda/65.jsnp	NaN
Dorn/snippets/cuda/66.jsnp	NaN
Dorn/snippets/cuda/67.jsnp	NaN
Dorn/snippets/cuda/68.jsnp	NaN
Dorn/snippets/cuda/69.jsnp	NaN
Dorn/snippets/cuda/6.jsnp	NaN
Dorn/snippets/cuda/70.jsnp	NaN
Dorn/snippets/cuda/71.jsnp	NaN
Dorn/snippets/cuda/72.jsnp	NaN
Dorn/snippets/cuda/73.jsnp	NaN
Dorn/snippets/cuda/74.jsnp	NaN
Dorn/snippets/cuda/75.jsnp	NaN
Dorn/snippets/cuda/76.jsnp	NaN
Dorn/snippets/cuda/77.jsnp	NaN
Dorn/snippets/cuda/78.jsnp	NaN
Dorn/snippets/cuda/79.jsnp	NaN
Dorn/snippets/cuda/7.jsnp	NaN
Dorn/snippets/cuda/80.jsnp	NaN
Dorn/snippets/cuda/81.jsnp	NaN
Dorn/snippets/cuda/82.jsnp	NaN
Dorn/snippets/cuda/83.jsnp	NaN
Dorn/snippets/cuda/84.jsnp	NaN
Dorn/snippets/cuda/85.jsnp	NaN
Dorn/snippets/cuda/86.jsnp	NaN
Dorn/snippets/cuda/87.jsnp	NaN
Dorn/snippets/cuda/88.jsnp	NaN
Dorn/snippets/cuda/89.jsnp	NaN
Dorn/snippets/cuda/8.jsnp	NaN
Dorn/snippets/cuda/90.jsnp	NaN
Dorn/snippets/cuda/91.jsnp	NaN
Dorn/snippets/cuda/92.jsnp	NaN
Dorn/snippets/cuda/93.jsnp	NaN
Dorn/snippets/cuda/94.jsnp	NaN
Dorn/snippets/cuda/95.jsnp	NaN
Dorn/snippets/cuda/96.jsnp	NaN
Dorn/snippets/cuda/97.jsnp	NaN
Dorn/snippets/cuda/98.jsnp	NaN
Dorn/snippets/cuda/99.jsnp	NaN
Dorn/snippets/cuda/9.jsnp	NaN
Dorn/snippets/java/101.jsnp	NaN
Dorn/snippets/java/102.jsnp	0.6215516328811646
Dorn/snippets/java/103.jsnp	NaN
Dorn/snippets/java/104.jsnp	NaN
Dorn/snippets/java/105.jsnp	NaN
Dorn/snippets/java/106.jsnp	NaN
Dorn/snippets/java/107.jsnp	NaN
Dorn/snippets/java/108.jsnp	NaN
Dorn/snippets/java/109.jsnp	NaN
Dorn/snippets/java/110.jsnp	NaN
Dorn/snippets/java/111.jsnp	NaN
Dorn/snippets/java/112.jsnp	NaN
Dorn/snippets/java/113.jsnp	NaN
Dorn/snippets/java/114.jsnp	0.6867625713348389
Dorn/snippets/java/115.jsnp	NaN
Dorn/snippets/java/116.jsnp	NaN
Dorn/snippets/java/117.jsnp	NaN
Dorn/snippets/java/118.jsnp	NaN
Dorn/snippets/java/119.jsnp	0.36411066353321075
Dorn/snippets/java/120.jsnp	NaN
Dorn/snippets/java/121.jsnp	NaN
Dorn/snippets/java/122.jsnp	0.9386783838272095
Dorn/snippets/java/123.jsnp	0.7398924231529236
Dorn/snippets/java/124.jsnp	NaN
Dorn/snippets/java/125.jsnp	0.6152323087056478
Dorn/snippets/java/126.jsnp	NaN
Dorn/snippets/java/127.jsnp	NaN
Dorn/snippets/java/128.jsnp	NaN
Dorn/snippets/java/129.jsnp	NaN
Dorn/snippets/java/130.jsnp	0.9560170292854309
Dorn/snippets/java/131.jsnp	NaN
Dorn/snippets/java/132.jsnp	NaN
Dorn/snippets/java/133.jsnp	NaN
Dorn/snippets/java/134.jsnp	NaN
Dorn/snippets/java/135.jsnp	NaN
Dorn/snippets/java/136.jsnp	NaN
Dorn/snippets/java/137.jsnp	0.7986848950386047
Dorn/snippets/java/138.jsnp	NaN
Dorn/snippets/java/139.jsnp	0.645660400390625
Dorn/snippets/java/140.jsnp	NaN
Dorn/snippets/java/141.jsnp	0.981493612130483
Dorn/snippets/java/142.jsnp	NaN
Dorn/snippets/java/143.jsnp	NaN
Dorn/snippets/java/144.jsnp	NaN
Dorn/snippets/java/145.jsnp	0.2551359236240387
Dorn/snippets/java/146.jsnp	NaN
Dorn/snippets/java/147.jsnp	0.8504116748060498
Dorn/snippets/java/148.jsnp	NaN
Dorn/snippets/java/149.jsnp	NaN
Dorn/snippets/java/150.jsnp	NaN
Dorn/snippets/java/151.jsnp	0.5287985801696777
Dorn/snippets/java/152.jsnp	NaN
Dorn/snippets/java/153.jsnp	NaN
