[INFO] RiTa.WordNet.version [033]
file	readability
SPD/AboutScene.java	0.3784516180749051
SPD/Acidic.java	0.7807944019635519
SPD/AcidicSprite.java	0.8911144733428955
SPD/ActionIndicator.java	0.7797171083443305
SPD/Actor.java	0.8794504837954745
SPD/AdrenalineDart.java	0.7303076982498169
SPD/Adrenaline.java	0.8242375254631042
SPD/AdrenalineSurge.java	0.8199374079704285
SPD/Affection.java	0.6002502888441086
SPD/AlarmTrap.java	0.5264033675193787
SPD/Albino.java	0.7560701966285706
SPD/AlbinoSprite.java	0.6596653461456299
SPD/AlchemicalCatalyst.java	0.7757408420244852
SPD/AlchemistsToolkit.java	0.7146934499032795
SPD/Alchemize.java	0.7301826891847528
SPD/Alchemy.java	0.5822966992855072
SPD/AlchemyPage.java	0.8195943236351013
SPD/AlchemyScene.java	0.6989755677656294
SPD/AllyBuff.java	0.4411906599998474
SPD/Amok.java	0.800098717212677
SPD/Amulet.java	0.8288414239883423
SPD/AmuletScene.java	0.6215145966769862
SPD/AnkhInvulnerability.java	0.8503686487674713
SPD/Ankh.java	0.8155008960853923
SPD/Annoying.java	0.7289499342441559
SPD/AntiEntropy.java	0.7605162660280863
SPD/AntiMagic.java	0.7821391622225443
SPD/AquaBlast.java	0.7674690783023834
SPD/AquariumRoom.java	0.7389173060655594
SPD/ArcaneArmor.java	0.8401833832263946
SPD/ArcaneBomb.java	0.6386488005518913
SPD/ArcaneCatalyst.java	0.7598813048430851
SPD/ArcaneResin.java	0.7086167060411893
SPD/Archs.java	0.8285668989022573
SPD/ArmorAbility.java	0.8546817302703857
SPD/ArmoredBrute.java	0.6613112613558769
SPD/ArmoredStatue.java	0.8121972799301147
SPD/Armor.java	0.6958392512118607
SPD/ArmoryRoom.java	0.38187005557119846
SPD/Artifact.java	0.8173032175926935
SPD/ArtifactRecharge.java	0.8079749395449957
SPD/AscensionChallenge.java	0.6440019522394452
SPD/AssassinsBlade.java	0.8643048306306204
SPD/Assets.java	NaN
SPD/AttackIndicator.java	0.7351226737866035
SPD/Awareness.java	0.8304862380027771
SPD/BadgeBanner.java	0.7482856296830707
SPD/BadgesGrid.java	0.7153781695025307
SPD/BadgesList.java	0.7634802971567426
SPD/BadgesScene.java	0.5815049782395363
SPD/Bag.java	0.8245688809288872
SPD/Ballistica.java	0.6455553844571114
SPD/Bandit.java	0.7142354249954224
SPD/BanditSprite.java	0.6255638599395752
SPD/Banner.java	0.863480019569397
SPD/BannerSprites.java	0.6844049692153931
SPD/Barkskin.java	0.8004931644959883
SPD/Barrier.java	0.7668080508708954
SPD/Bat.java	0.7643778622150421
SPD/BatSprite.java	0.6237035989761353
SPD/BattleAxe.java	0.8361682146787643
SPD/BeaconOfReturning.java	0.7431904849680987
SPD/Beam.java	0.7326507767041525
SPD/Bee.java	0.7677756547927856
SPD/BeeSprite.java	0.7216953933238983
SPD/Belongings.java	0.6357924375269148
SPD/Berry.java	0.6650062203407288
SPD/Berserk.java	0.6928469141324362
SPD/Bestiary.java	0.49292057007551193
SPD/Blacksmith.java	0.7607712745666504
SPD/BlacksmithRoom.java	0.7759783581963607
SPD/BlacksmithSprite.java	0.7020628601312637
SPD/BlandfruitBush.java	0.7107350826263428
SPD/Blandfruit.java	0.6927091505597619
SPD/BlastParticle.java	0.876256787776947
SPD/Blazing.java	0.612097755074501
SPD/BlazingTrap.java	0.22998465597629547
SPD/Bleeding.java	0.7796657929817835
SPD/Bless.java	0.8394372165203094
SPD/BlindingDart.java	0.7306962013244629
SPD/Blindness.java	0.8524045546849569
SPD/Blindweed.java	0.3047280013561249
SPD/BlizzardBrew.java	0.7554184794425964
SPD/Blizzard.java	0.6165197640657425
SPD/BlobEmitter.java	0.6447279751300812
SPD/BlobImmunity.java	0.83195960521698
SPD/Blob.java	0.7141293610135714
SPD/Blocking.java	0.7639981552958488
SPD/BloodParticle.java	0.8458237988608224
SPD/Blooming.java	0.6630946099758148
SPD/Bolas.java	0.7844360172748566
SPD/Bomb.java	0.7739602303504944
SPD/Bones.java	0.877650648355484
SPD/BossHealthBar.java	0.7064382108775052
SPD/BowFragment.java	0.37897685170173645
SPD/BranchesBuilder.java	0.4287620335817337
SPD/Brew.java	0.8440188407897949
SPD/BridgeRoom.java	0.5644130855798721
